lakeid,metric,sampledate,year,daynum,dayWeibull,weibull.r2,weibull.max,weibull.adjust
AL,secchi_min,2010-09-13,2010,256,63.25085011766903,0.6505531258420824,TRUE,TRUE
AL,secchi_min,2011-05-31,2011,151,146.5615718677678,0.6250917741377193,TRUE,FALSE
AL,secchi_min,2012-09-04,2012,248,247.7757235047605,0.6943141680491667,TRUE,FALSE
AL,secchi_min,2014-05-20,2014,140,126.97314082667488,0.42220734396957726,TRUE,FALSE
AL,secchi_min,2015-04-21,2015,111,62.502162443177696,0.01110499253288255,TRUE,TRUE
AL,secchi_min,2016-04-25,2016,116,121.91229128578736,0.40729106491938905,TRUE,FALSE
AL,secchi_min,2017-04-17,2017,107,68.43692568959668,0.31606344859459834,TRUE,TRUE
AL,secchi_min,2018-05-14,2018,134,120.79401084939047,0.572212370752329,TRUE,FALSE
AL,secchi_min,2019-05-07,2019,127,112.09259922451852,0.5057827609749297,TRUE,FALSE
BM,secchi_min,1982-05-25,1982,145,129.1670247410245,0.7887562257543412,TRUE,FALSE
BM,secchi_min,1983-08-17,1983,229,187.46932875943463,0.8191776711379344,TRUE,FALSE
BM,secchi_min,1985-05-14,1985,134,71.53757716337188,0.2546073871294895,TRUE,TRUE
BM,secchi_min,1986-04-23,1986,113,97.60911782669795,0.442456336244201,TRUE,FALSE
BM,secchi_min,1987-04-16,1987,106,87.58999786817712,0.2781487619978603,TRUE,FALSE
BM,secchi_min,1988-04-25,1988,116,98.73317945284862,0.1910814461394018,TRUE,FALSE
BM,secchi_min,1989-05-02,1989,122,106.1218362355772,0.21609308137820096,TRUE,FALSE
BM,secchi_min,1990-05-01,1990,121,81.59518491700113,0.2541248676238572,TRUE,TRUE
BM,secchi_min,1991-05-06,1991,126,110.24135507363434,0.23287086724114237,TRUE,FALSE
BM,secchi_min,1992-09-23,1992,267,241.86236801827624,0.4051492336208299,TRUE,FALSE
BM,secchi_min,1993-05-18,1993,138,80.31796165213221,0.3080610151800418,TRUE,TRUE
BM,secchi_min,1994-06-01,1994,152,76.33280952286009,0.272222287984591,TRUE,TRUE
BM,secchi_min,1995-09-07,1995,250,74.74411052618022,0.4158740650132762,TRUE,TRUE
BM,secchi_min,1996-10-02,1996,276,90.88523968537504,0.03551042231036627,TRUE,TRUE
BM,secchi_min,1997-09-22,1997,265,135.1675220079293,0.6810770297562405,TRUE,FALSE
BM,secchi_min,1998-09-21,1998,264,61.79037971640043,0.4970182741697894,TRUE,TRUE
BM,secchi_min,1999-05-03,1999,123,76.8921009594322,0.01624123633631458,TRUE,TRUE
BM,secchi_min,2000-09-07,2000,251,53.106800669984224,0.16791987261231434,TRUE,TRUE
BM,secchi_min,2001-09-17,2001,260,262.83829884783904,0.5931931289236839,TRUE,FALSE
BM,secchi_min,2002-09-23,2002,266,71.4859718692867,0.47711708001029673,TRUE,TRUE
BM,secchi_min,2003-05-15,2003,135,126.9019880151934,0.0798841322805739,TRUE,FALSE
BM,secchi_min,2004-05-11,2004,132,70.02405808725932,0.09578751680533616,TRUE,TRUE
BM,secchi_min,2005-04-22,2005,112,94.25055424259536,0.2092610917548523,TRUE,FALSE
BM,secchi_min,2006-07-10,2006,191,187.8385229143879,0.6844410935748378,TRUE,FALSE
BM,secchi_min,2007-09-11,2007,254,65.9501342795924,0.3953561398122762,TRUE,TRUE
BM,secchi_min,2008-05-09,2008,130,85.67221634843634,0.2812686955358774,TRUE,TRUE
BM,secchi_min,2009-04-29,2009,119,100.75726049761796,0.15151712190847688,TRUE,FALSE
BM,secchi_min,2010-04-13,2010,103,84.6325548441368,0.2851582429037681,TRUE,FALSE
BM,secchi_min,2011-05-31,2011,151,141.26548442787177,0.21160104228804688,TRUE,FALSE
BM,secchi_min,2012-08-20,2012,233,81.78705389229387,0.6647385570817625,TRUE,FALSE
BM,secchi_min,2014-05-20,2014,140,132.6248735283069,-0.02698176707136279,FALSE,TRUE
BM,secchi_min,2015-04-23,2015,113,97.13698007838056,0.49140825194106186,TRUE,FALSE
BM,secchi_min,2016-05-23,2016,144,68.97135251516424,0.10675858404362017,TRUE,TRUE
BM,secchi_min,2017-04-19,2017,109,92.14050143148862,0.2932976217680815,TRUE,FALSE
BM,secchi_min,2018-05-16,2018,136,50.62935322588228,0.4794563366590957,TRUE,FALSE
BM,secchi_min,2019-05-08,2019,128,80.38725879972687,0.0273328102180117,TRUE,TRUE
CB,secchi_min,1982-08-19,1982,231,234.32737941444168,0.7441528679621583,TRUE,FALSE
CB,secchi_min,1985-05-14,1985,134,169.5780754145266,0.8131769243250335,TRUE,FALSE
CB,secchi_min,1986-05-06,1986,126,62.59118372893806,0.13685142290795227,TRUE,TRUE
CB,secchi_min,1987-04-13,1987,103,84.76374929713191,0.3273135136860895,TRUE,FALSE
CB,secchi_min,1988-07-07,1988,189,188.38986203036123,0.731157400827952,TRUE,FALSE
CB,secchi_min,1989-05-04,1989,124,76.16200621922556,0.40679783697179694,TRUE,TRUE
CB,secchi_min,1992-07-08,1992,190,186.49565886073557,0.9082408130273338,TRUE,FALSE
CB,secchi_min,1993-07-01,1993,182,206.36653841645273,0.4630642846557329,TRUE,FALSE
CB,secchi_min,1994-06-29,1994,180,169.4695572178086,0.4978398032121141,TRUE,FALSE
CB,secchi_min,1995-06-12,1995,163,183.45006076815343,0.609502505384463,TRUE,FALSE
CB,secchi_min,1996-05-08,1996,129,119.16334489576508,0.8371264273880064,TRUE,FALSE
CB,secchi_min,1998-05-05,1998,125,122.85447416237376,0.8318014963359196,TRUE,FALSE
CB,secchi_min,1999-08-25,1999,237,76.35702360002767,0.6074272216983403,TRUE,TRUE
CB,secchi_min,2000-07-10,2000,192,199.5507847117906,0.16845957734659056,TRUE,FALSE
CB,secchi_min,2001-09-05,2001,248,247.23435306728223,0.3454694581738088,TRUE,FALSE
CB,secchi_min,2002-04-25,2002,115,103.22536416019736,0.45627455811458584,TRUE,FALSE
CB,secchi_min,2003-05-01,2003,121,72.8911175097491,0.04646898876982153,TRUE,TRUE
CB,secchi_min,2004-06-23,2004,175,168.36545775197817,0.8549810847482606,TRUE,FALSE
CB,secchi_min,2005-04-18,2005,108,91.8426672724378,0.4245934429602515,TRUE,FALSE
CB,secchi_min,2006-06-01,2006,152,149.6676631479559,0.768293317586017,TRUE,FALSE
CB,secchi_min,2007-04-23,2007,113,94.15758005157336,0.40537962980066566,TRUE,FALSE
CB,secchi_min,2008-05-20,2008,141,78.16910632442828,0.22902138895778143,TRUE,TRUE
CB,secchi_min,2009-04-27,2009,117,111.45829323201392,1.8458616287042595e-4,TRUE,FALSE
CB,secchi_min,2010-09-15,2010,258,67.43465186125474,0.4019702625379561,TRUE,TRUE
CB,secchi_min,2011-06-29,2011,180,173.80729292042267,0.6411684245989191,TRUE,FALSE
CB,secchi_min,2012-06-13,2012,165,55.76619417787071,0.4026944588192045,TRUE,TRUE
CB,secchi_min,2015-05-20,2015,140,141.81517078212968,0.6512081657922757,TRUE,FALSE
CB,secchi_min,2016-07-21,2016,203,63.60179776144138,0.38602938219039473,TRUE,TRUE
CB,secchi_min,2017-07-24,2017,205,199.28937070682545,0.23831044622997255,TRUE,FALSE
CB,secchi_min,2018-05-14,2018,134,126.00629743653214,0.8442937769734529,TRUE,FALSE
CB,secchi_min,2019-05-22,2019,142,142.36242789655972,0.24409261173528207,TRUE,FALSE
CR,secchi_min,1982-05-10,1982,130,113.6270616314342,0.4286260992209199,TRUE,FALSE
CR,secchi_min,1983-05-12,1983,132,117.2962430345649,0.1870606729240738,TRUE,FALSE
CR,secchi_min,1984-06-07,1984,159,131.37407056631494,0.2890122550744807,TRUE,FALSE
CR,secchi_min,1985-05-15,1985,135,70.6952758418054,0.2835779822826353,TRUE,TRUE
CR,secchi_min,1986-05-05,1986,125,64.16146722997796,0.2181723499682393,TRUE,TRUE
CR,secchi_min,1987-09-08,1987,251,236.7694680428076,0.6104112106252055,TRUE,FALSE
CR,secchi_min,1988-05-12,1988,133,140.96209581437176,0.7884141058172174,TRUE,FALSE
CR,secchi_min,1989-05-02,1989,122,105.99583309392196,0.3950687300023732,TRUE,FALSE
CR,secchi_min,1990-09-06,1990,249,73.82869447711506,0.2888395188591285,TRUE,TRUE
CR,secchi_min,1991-05-08,1991,128,113.5196623821939,0.5879962414344405,TRUE,FALSE
CR,secchi_min,1992-09-22,1992,266,88.54918625039225,0.28229123377454024,TRUE,TRUE
CR,secchi_min,1993-10-06,1993,279,76.4778230992476,0.3528088987477057,TRUE,TRUE
CR,secchi_min,1994-05-02,1994,122,106.62922418893471,0.7760401212916453,TRUE,FALSE
CR,secchi_min,1995-05-31,1995,151,133.8485288504403,0.8507973419878962,TRUE,FALSE
CR,secchi_min,1996-05-13,1996,134,121.32979100410938,0.5230820756741573,TRUE,FALSE
CR,secchi_min,1997-05-07,1997,127,114.0854167802342,0.6797567741713508,TRUE,FALSE
CR,secchi_min,1998-04-22,1998,112,95.3125454517434,0.3037533514577134,TRUE,FALSE
CR,secchi_min,1999-05-05,1999,125,110.19682538486111,0.4836991422604366,TRUE,FALSE
CR,secchi_min,2000-04-19,2000,110,100.36914853781532,0.39451765411043194,TRUE,FALSE
CR,secchi_min,2001-05-03,2001,123,107.65156620564244,0.6539209655549534,TRUE,FALSE
CR,secchi_min,2002-08-01,2002,213,211.8795090073526,0.6410153620624662,TRUE,FALSE
CR,secchi_min,2003-10-01,2003,274,72.25225792966583,0.1888070124772836,TRUE,TRUE
CR,secchi_min,2004-05-13,2004,134,70.15527738506144,0.16305872449869352,TRUE,TRUE
CR,secchi_min,2005-05-02,2005,122,117.95704587538978,0.7596570044748049,TRUE,FALSE
CR,secchi_min,2006-04-19,2006,109,93.18290205670527,0.8126778984126671,TRUE,FALSE
CR,secchi_min,2007-05-24,2007,144,90.7480371297998,0.8209450518208974,TRUE,FALSE
CR,secchi_min,2008-05-21,2008,142,136.13195727227173,0.879073372281495,TRUE,FALSE
CR,secchi_min,2009-04-28,2009,118,104.14054510397884,0.8444690903595554,TRUE,FALSE
CR,secchi_min,2010-04-15,2010,105,86.23158686331664,0.3401708616151079,TRUE,FALSE
CR,secchi_min,2011-06-01,2011,152,74.9550123442658,0.14645444661983076,TRUE,TRUE
CR,secchi_min,2012-04-18,2012,109,53.29566458358217,0.15413642531412886,TRUE,TRUE
CR,secchi_min,2013-06-05,2013,156,155.47502482734922,0.5184140702864605,TRUE,FALSE
CR,secchi_min,2014-05-22,2014,142,127.17085201931438,0.5261245702352354,TRUE,FALSE
CR,secchi_min,2015-04-20,2015,110,94.98377147959962,0.8392754981749574,TRUE,FALSE
CR,secchi_min,2016-04-26,2016,117,99.62376134266732,0.45693175618619664,TRUE,FALSE
CR,secchi_min,2017-05-03,2017,123,120.99614038264616,0.8307427501344538,TRUE,FALSE
CR,secchi_min,2018-07-10,2018,191,88.65113634384063,0.644483420228285,TRUE,TRUE
CR,secchi_min,2019-05-22,2019,142,132.83278063995922,0.00844286128649474,TRUE,FALSE
FI,secchi_min,1996-07-24,1996,206,216.77957078947804,0.5926193900997921,TRUE,FALSE
FI,secchi_min,1997-04-10,1997,100,80.06136920207818,0.3011149155048982,TRUE,FALSE
FI,secchi_min,1998-09-01,1998,244,22.90265475199947,0.4152810180280564,TRUE,TRUE
FI,secchi_min,1999-08-31,1999,243,181.90597013283212,0.7799515758772768,TRUE,FALSE
FI,secchi_min,2000-08-02,2000,215,176.16381800063667,0.75036527750506,TRUE,FALSE
FI,secchi_min,2001-05-23,2001,143,140.44505544494055,0.7603053631812072,TRUE,FALSE
FI,secchi_min,2002-07-02,2002,183,176.0386279738538,0.7430965736463004,TRUE,FALSE
FI,secchi_min,2003-09-05,2003,248,195.48647409983295,0.7993303173075925,TRUE,FALSE
FI,secchi_min,2004-07-21,2004,203,196.68274806499736,0.7998742495984832,TRUE,FALSE
FI,secchi_min,2005-08-05,2005,217,64.59637179597209,0.444703292287816,TRUE,TRUE
FI,secchi_min,2006-07-27,2006,208,169.74627630057526,0.6251515831767346,TRUE,FALSE
FI,secchi_min,2007-08-22,2007,234,199.0777176443721,0.7824710182377401,TRUE,FALSE
FI,secchi_min,2008-08-07,2008,220,69.7006660141434,0.6296978128568156,TRUE,TRUE
FI,secchi_min,2010-08-06,2010,218,53.04052796190956,0.39476997032693806,TRUE,TRUE
FI,secchi_min,2011-06-30,2011,181,187.0584613256239,0.489871451907118,TRUE,FALSE
FI,secchi_min,2012-07-27,2012,209,213.64834962969397,0.9333279649177296,TRUE,FALSE
FI,secchi_min,2013-08-20,2013,232,87.53636460142071,0.9723183446473354,TRUE,TRUE
FI,secchi_min,2014-08-07,2014,219,74.3489177996063,0.4118592067454764,TRUE,TRUE
FI,secchi_min,2015-08-31,2015,243,224.33427337820072,0.4857346453149084,TRUE,FALSE
FI,secchi_min,2016-09-01,2016,245,54.97452395444832,0.6349954102723119,TRUE,TRUE
FI,secchi_min,2017-07-13,2017,194,58.93780962984664,0.5507343190549935,TRUE,TRUE
FI,secchi_min,2018-06-27,2018,178,188.99658159566005,0.21165677463210383,TRUE,FALSE
FI,secchi_min,2019-08-20,2019,232,69.66352825751542,0.577203985393673,TRUE,TRUE
ME,secchi_min,1996-08-05,1996,218,60.6028084609889,0.30580696949050434,TRUE,TRUE
ME,secchi_min,1997-09-02,1997,245,107.8228743482912,0.7603766051991189,TRUE,FALSE
ME,secchi_min,1998-04-24,1998,114,18.312111468570823,0.38605817522393593,TRUE,TRUE
ME,secchi_min,1999-07-06,1999,187,177.03664168923552,0.6054085220891003,TRUE,FALSE
ME,secchi_min,2000-08-28,2000,241,204.80545524076888,0.624518289139846,TRUE,FALSE
ME,secchi_min,2001-08-13,2001,225,109.08747907956813,0.7685216604393129,TRUE,FALSE
ME,secchi_min,2002-08-12,2002,224,48.41442208845515,0.4253547711223537,TRUE,TRUE
ME,secchi_min,2003-08-18,2003,230,67.42962758127389,0.4695175659282831,TRUE,TRUE
ME,secchi_min,2004-08-16,2004,229,96.9051724355378,0.6414402157588643,TRUE,FALSE
ME,secchi_min,2005-07-18,2005,199,96.36209272982424,0.7877652829235638,TRUE,FALSE
ME,secchi_min,2006-08-07,2006,219,210.83903210081712,0.956791085336471,TRUE,FALSE
ME,secchi_min,2007-07-23,2007,204,112.25368169139097,0.7989606734748188,TRUE,FALSE
ME,secchi_min,2008-07-07,2008,189,66.72630992243404,0.34062166178526543,TRUE,TRUE
ME,secchi_min,2009-07-20,2009,201,68.95214377446048,0.4719642107824331,TRUE,TRUE
ME,secchi_min,2010-03-29,2010,88,45.23745045008496,0.4412438961735819,TRUE,TRUE
ME,secchi_min,2011-08-22,2011,234,77.12671039924409,0.3048402472396049,TRUE,TRUE
ME,secchi_min,2012-07-23,2012,205,74.22111984914505,0.8105108605873703,TRUE,FALSE
ME,secchi_min,2013-08-21,2013,233,179.03953592137103,0.5141055303638906,TRUE,FALSE
ME,secchi_min,2014-07-21,2014,202,140.4903615159143,0.693148811640223,TRUE,FALSE
ME,secchi_min,2015-05-13,2015,133,57.9707379442009,0.27023261674646715,TRUE,TRUE
ME,secchi_min,2016-03-28,2016,88,44.85572000340571,0.24376349680903964,TRUE,TRUE
ME,secchi_min,2017-04-17,2017,107,66.65935587397361,0.42258327244507377,TRUE,TRUE
ME,secchi_min,2018-05-07,2018,127,130.93322818806448,0.3623856377309813,TRUE,FALSE
ME,secchi_min,2019-04-15,2019,105,85.12236007811207,0.08542631668898659,TRUE,FALSE
MO,secchi_min,1996-08-05,1996,218,54.860549110044175,0.3902903062257812,TRUE,TRUE
MO,secchi_min,1997-08-18,1997,230,58.16362722426379,0.7459019461580897,TRUE,TRUE
MO,secchi_min,1998-07-06,1998,187,33.85849870546863,0.3970234128549094,TRUE,TRUE
MO,secchi_min,1999-07-19,1999,200,181.44550733715687,0.6500606836216672,TRUE,FALSE
MO,secchi_min,2000-08-28,2000,241,94.05825939330616,0.8517267119232695,TRUE,FALSE
MO,secchi_min,2001-07-17,2001,198,97.91499334668524,0.8097287684667811,TRUE,FALSE
MO,secchi_min,2002-07-26,2002,207,188.27373506259997,0.6587360677899865,TRUE,FALSE
MO,secchi_min,2003-04-01,2003,91,71.08558401877804,0.08915896888792241,TRUE,FALSE
MO,secchi_min,2004-08-16,2004,229,208.92770851513805,0.5781156032329821,TRUE,FALSE
MO,secchi_min,2005-08-03,2005,215,69.12632655896341,0.6653180033297146,TRUE,TRUE
MO,secchi_min,2006-07-25,2006,206,193.26253537163228,0.5685530887393373,TRUE,FALSE
MO,secchi_min,2007-04-03,2007,93,73.12392814224579,0.0806738438025838,TRUE,FALSE
MO,secchi_min,2008-08-18,2008,231,71.03270173405548,0.5783224966798578,TRUE,TRUE
MO,secchi_min,2009-09-04,2009,247,71.84442839483305,0.3839590289771099,TRUE,TRUE
MO,secchi_min,2010-07-20,2010,201,47.162494526594536,0.285766338980477,TRUE,TRUE
MO,secchi_min,2011-08-24,2011,236,202.80184920364744,0.4426780002064308,TRUE,FALSE
MO,secchi_min,2012-05-16,2012,137,54.97632485649641,0.7063500587024817,TRUE,TRUE
MO,secchi_min,2013-07-22,2013,203,187.3878744337291,0.6556046547957423,TRUE,FALSE
MO,secchi_min,2014-07-21,2014,202,163.4360160076209,0.8224054115167551,TRUE,FALSE
MO,secchi_min,2015-07-22,2015,203,169.05269129784003,0.4385173390764524,TRUE,FALSE
MO,secchi_min,2016-03-29,2016,89,68.12227999777885,0.12976815565130873,TRUE,FALSE
MO,secchi_min,2017-07-25,2017,206,211.80872550251348,0.8759958136848331,TRUE,FALSE
MO,secchi_min,2018-07-24,2018,205,165.5447794214787,0.5286614085258505,TRUE,FALSE
MO,secchi_min,2019-08-06,2019,218,69.97073142836267,0.45633083990320833,TRUE,TRUE
SP,secchi_min,1982-05-12,1982,132,116.83810255370084,0.7108466971015637,TRUE,FALSE
SP,secchi_min,1983-05-25,1983,145,134.28069277878822,0.8014726005318624,TRUE,FALSE
SP,secchi_min,1984-06-04,1984,156,150.6393010668991,0.9866969267514876,TRUE,FALSE
SP,secchi_min,1985-05-15,1985,135,131.62271311135436,0.8194616025141651,TRUE,FALSE
SP,secchi_min,1986-05-07,1986,127,63.71096371303045,0.1982144568881792,TRUE,TRUE
SP,secchi_min,1987-05-05,1987,125,119.85436125110328,0.44243411222981055,TRUE,FALSE
SP,secchi_min,1988-04-25,1988,116,99.8930755227106,0.3113672440679297,TRUE,FALSE
SP,secchi_min,1989-05-01,1989,121,106.00164284926171,0.6756628690646924,TRUE,FALSE
SP,secchi_min,1990-04-30,1990,120,104.66837722047045,0.6049085759337942,TRUE,FALSE
SP,secchi_min,1991-05-07,1991,127,129.4690576889733,-0.04487288679677892,FALSE,TRUE
SP,secchi_min,1992-05-06,1992,127,86.50529614484651,0.3131259333576354,TRUE,TRUE
SP,secchi_min,1993-05-18,1993,138,74.4840986190505,0.14395912549644363,TRUE,TRUE
SP,secchi_min,1994-05-05,1994,125,110.00786969889448,0.4396465044509811,TRUE,FALSE
SP,secchi_min,1995-05-02,1995,122,111.50969984947616,0.19845609736951597,TRUE,FALSE
SP,secchi_min,1996-05-14,1996,135,120.82590603052476,0.7148074452329995,TRUE,FALSE
SP,secchi_min,1997-05-06,1997,126,109.96350372954863,0.5007375691583976,TRUE,FALSE
SP,secchi_min,1998-05-19,1998,139,137.28348781741684,0.7742445036911714,TRUE,FALSE
SP,secchi_min,1999-05-04,1999,124,109.4524632738952,0.6662875824789865,TRUE,FALSE
SP,secchi_min,2000-07-12,2000,194,188.43928038477316,0.47597706404409257,TRUE,FALSE
SP,secchi_min,2001-04-30,2001,120,102.67398326302975,0.5034786099774546,TRUE,FALSE
SP,secchi_min,2002-04-23,2002,113,98.34899914825026,0.6366170726514736,TRUE,FALSE
SP,secchi_min,2003-05-14,2003,134,124.59936509022204,0.7482636722308978,TRUE,FALSE
SP,secchi_min,2004-04-30,2004,121,107.45406095988506,0.8153859898815803,TRUE,FALSE
SP,secchi_min,2005-05-02,2005,122,58.98681295851424,0.13422511866318676,TRUE,TRUE
SP,secchi_min,2006-04-20,2006,110,92.6691037700436,0.7450702799472881,TRUE,FALSE
SP,secchi_min,2007-04-24,2007,114,97.806794826707,0.6166203001622519,TRUE,FALSE
SP,secchi_min,2008-05-13,2008,134,118.8654808294516,0.3262244396912727,TRUE,FALSE
SP,secchi_min,2009-05-13,2009,133,129.30813528359943,0.8803874358159381,TRUE,FALSE
SP,secchi_min,2010-05-24,2010,144,118.50454462318967,0.7643278984549217,TRUE,FALSE
SP,secchi_min,2011-05-16,2011,136,132.1832450902971,0.8527345658526044,TRUE,FALSE
SP,secchi_min,2012-04-02,2012,93,72.91589674759173,0.15847352736419118,TRUE,FALSE
SP,secchi_min,2014-05-19,2014,139,124.94087197610553,0.6762795978851426,TRUE,FALSE
SP,secchi_min,2015-04-23,2015,113,105.26538359635563,0.6738201078725087,TRUE,FALSE
SP,secchi_min,2016-04-26,2016,117,100.9057741723352,0.5486357414543632,TRUE,FALSE
SP,secchi_min,2017-04-17,2017,107,94.8724968222832,0.6230165292171534,TRUE,FALSE
SP,secchi_min,2018-05-15,2018,135,120.4538778314134,0.7229605654616702,TRUE,FALSE
SP,secchi_min,2019-05-08,2019,128,124.70511446425886,0.8223720662293746,TRUE,FALSE
TB,secchi_min,1982-06-07,1982,158,83.43690761674436,0.1949213366998168,TRUE,TRUE
TB,secchi_min,1983-06-09,1983,160,154.70096069171163,0.8407381294219425,TRUE,FALSE
TB,secchi_min,1984-05-22,1984,143,142.01769149526788,0.7611052639397242,TRUE,FALSE
TB,secchi_min,1985-04-29,1985,119,108.79501045113884,0.5634440467508091,TRUE,FALSE
TB,secchi_min,1986-05-06,1986,126,60.19666448076737,0.1303420753442177,TRUE,TRUE
TB,secchi_min,1987-04-13,1987,103,86.03303089127445,0.3866990300887361,TRUE,FALSE
TB,secchi_min,1988-04-21,1988,112,95.76415055514344,0.7805483958854713,TRUE,FALSE
TB,secchi_min,1989-05-03,1989,123,80.85736502409664,0.18585282919410215,TRUE,TRUE
TB,secchi_min,1990-10-01,1990,274,71.73130123412176,0.20223000701807312,TRUE,TRUE
TB,secchi_min,1991-05-23,1991,143,150.0132302001077,0.6196647121298993,TRUE,FALSE
TB,secchi_min,1992-05-04,1992,125,74.9437815514441,0.2947073309119519,TRUE,TRUE
TB,secchi_min,1993-06-14,1993,165,164.36451840137946,0.5968689127921805,TRUE,FALSE
TB,secchi_min,1994-10-18,1994,291,74.08393159615473,0.2294792675010454,TRUE,TRUE
TB,secchi_min,1995-07-11,1995,192,191.07657099301193,0.4939466838772407,TRUE,FALSE
TB,secchi_min,1996-05-31,1996,152,149.043211026988,0.4466539640095212,TRUE,FALSE
TB,secchi_min,1997-10-08,1997,281,76.98466064501912,0.1463933656465145,TRUE,TRUE
TB,secchi_min,1998-04-21,1998,111,93.6429478462985,0.2163336349130164,TRUE,FALSE
TB,secchi_min,1999-09-10,1999,253,87.00920040304146,0.4557095480919404,TRUE,TRUE
TB,secchi_min,2000-10-04,2000,278,278.9227067673022,0.3027425350879328,TRUE,FALSE
TB,secchi_min,2001-05-30,2001,150,71.96235155304564,0.2811660379632567,TRUE,TRUE
TB,secchi_min,2002-09-24,2002,267,180.945907454217,0.6114674104591544,TRUE,FALSE
TB,secchi_min,2003-05-12,2003,132,128.24211092432122,-0.00329690814975758,FALSE,TRUE
TB,secchi_min,2004-06-21,2004,173,139.21610696729755,0.21057807289691588,TRUE,FALSE
TB,secchi_min,2005-04-18,2005,108,89.95754405980433,0.306649291786396,TRUE,FALSE
TB,secchi_min,2006-07-24,2006,205,198.39199209442023,0.7722858981642347,TRUE,FALSE
TB,secchi_min,2007-10-09,2007,282,277.3708110742559,0.2160358584651332,TRUE,FALSE
TB,secchi_min,2008-05-21,2008,142,80.18315942853783,0.24615842969041105,TRUE,TRUE
TB,secchi_min,2009-05-29,2009,149,68.84429120396268,0.28203261512889,TRUE,TRUE
TB,secchi_min,2010-04-13,2010,103,86.26132798058545,0.46026675851588017,TRUE,FALSE
TB,secchi_min,2011-06-01,2011,152,152.64028155929174,0.7016636549340514,TRUE,FALSE
TB,secchi_min,2012-04-02,2012,93,73.09624564075519,0.2641779956030278,TRUE,FALSE
TB,secchi_min,2014-07-16,2014,197,95.06035899530976,0.09349447139483658,TRUE,TRUE
TB,secchi_min,2015-05-21,2015,141,133.479195190574,0.5854805365389126,TRUE,FALSE
TB,secchi_min,2016-04-22,2016,113,63.62259175914362,0.41086083067508816,TRUE,TRUE
TB,secchi_min,2017-04-19,2017,109,68.41115782072592,0.29125452945708774,TRUE,TRUE
TB,secchi_min,2018-09-06,2018,249,249.0966529707512,0.872232547097782,TRUE,FALSE
TB,secchi_min,2019-08-12,2019,224,223.50698124616977,0.6086843211215829,TRUE,FALSE
TR,secchi_min,1982-05-13,1982,133,116.9102484350828,0.34421068213445405,TRUE,FALSE
TR,secchi_min,1984-05-22,1984,143,79.03660863017245,0.2040291041492166,TRUE,TRUE
TR,secchi_min,1985-05-13,1985,133,70.24977613944716,0.14272729900267012,TRUE,TRUE
TR,secchi_min,1986-09-09,1986,252,251.0625728461553,0.7499374254433107,TRUE,FALSE
TR,secchi_min,1987-05-19,1987,139,136.72049484416502,0.4244411460680275,TRUE,FALSE
TR,secchi_min,1988-08-29,1988,242,119.41907250755736,0.6994843665527819,TRUE,FALSE
TR,secchi_min,1989-05-31,1989,151,152.4398111249779,0.4862949072631165,TRUE,FALSE
TR,secchi_min,1990-05-14,1990,134,72.35567033902042,0.1682979592646101,TRUE,TRUE
TR,secchi_min,1991-05-08,1991,128,114.37721010604216,0.746436835858441,TRUE,FALSE
TR,secchi_min,1992-08-24,1992,237,129.67151513006004,0.8115332896170091,TRUE,FALSE
TR,secchi_min,1993-05-17,1993,137,80.28512850845529,0.0931175114565338,TRUE,TRUE
TR,secchi_min,1994-10-04,1994,277,74.07066518431783,0.35406582780655316,TRUE,TRUE
TR,secchi_min,1995-06-01,1995,152,146.04535357855067,0.709711919270229,TRUE,FALSE
TR,secchi_min,1996-05-31,1996,152,151.7791021725105,0.5700512247551127,TRUE,FALSE
TR,secchi_min,1997-10-08,1997,281,127.67658872910994,-0.03021377327149088,FALSE,TRUE
TR,secchi_min,1998-04-21,1998,111,93.62182832742124,0.3493863257341725,TRUE,FALSE
TR,secchi_min,1999-05-17,1999,137,88.06786729470298,0.37067313762939713,TRUE,TRUE
TR,secchi_min,2000-07-25,2000,207,60.197724886923574,0.25464641097961005,TRUE,TRUE
TR,secchi_min,2001-09-19,2001,262,73.36069021585963,0.10920836576492264,TRUE,TRUE
TR,secchi_min,2002-05-08,2002,128,65.46755195368637,0.17230410368986548,TRUE,TRUE
TR,secchi_min,2003-09-30,2003,273,104.59334081597756,0.7782839144724296,TRUE,FALSE
TR,secchi_min,2004-08-19,2004,232,68.67055488028323,0.13738462080844793,TRUE,TRUE
TR,secchi_min,2005-05-17,2005,137,59.49833545822077,0.12731252709685792,TRUE,TRUE
TR,secchi_min,2006-05-17,2006,137,60.72135557979635,0.2532821476006988,TRUE,TRUE
TR,secchi_min,2007-05-23,2007,143,145.77273487139712,0.6553376966578937,TRUE,FALSE
TR,secchi_min,2008-05-12,2008,133,119.0744110365075,0.5240823449993526,TRUE,FALSE
TR,secchi_min,2009-04-30,2009,120,103.72302582124892,0.6260931700900034,TRUE,FALSE
TR,secchi_min,2010-09-13,2010,256,128.05003047292985,0.5953062614480051,TRUE,FALSE
TR,secchi_min,2011-06-02,2011,153,155.18199583168612,0.5420406972352634,TRUE,FALSE
TR,secchi_min,2012-09-21,2012,265,52.179260283056706,0.224270785075389,TRUE,TRUE
TR,secchi_min,2014-06-19,2014,170,130.17494947579024,-0.01657446134258577,FALSE,TRUE
TR,secchi_min,2015-04-24,2015,114,96.79539872093116,0.7077476948602625,TRUE,FALSE
